record_id,model_slot,actual_model_alias,paper_id,question_id,evidence_condition,question_type,initial_evidence_support,evidence_status,repair_action,action,tool_called,returned_chunk_ids,returned_snippets_full_local,returned_snippets_normalized_for_review,final_answer,final_evidence_basis,final_used_chunk_ids,final_assertability,preliminary_EBC_label,preliminary_repair_outcome,human_answer_supported_by_returned_evidence,human_post_tool_EBC_label,human_repair_outcome,human_notes
tool_on_smoke__paper_003_q1__none__high__esr_check__claude_high_capability_model,claude_high_capability_model,anthropic_claude_sonnet_5,paper_003,paper_003_q1,none,abstract_answerable,unsupported,insufficient,search_authorized_corpus,search_authorized_corpus,yes,"[""paper_003_chunk_0005"", ""paper_003_chunk_0004"", ""paper_003_chunk_0028""]","[{""chunk_id"": ""paper_003_chunk_0005"", ""paper_id"": ""paper_003"", ""section"": ""Abstract"", ""score"": 6.631246, ""text"": ""given concept, the sampled re- sponses are likely to be similar and contain consis- tent facts. However, for hallucinated facts, stochas- tically sampled responses are likely to diverge and may contradict one another. By sampling multiple responses from an LLM, one can measure informa- tion consistency between the different responses and determine if statements are factual or halluci- nated. Since SelfCheckGPT only leverages sam- pled responses, it has the added benefit that it can be used for black-box models, and it requires no external database. Five variants of SelfCheckGPT for measuring informational consistency are con- sidered: BERTScore, question-answering, n-gram, NLI, and LLM prompting. Through analysis of an- notated articles generated by GPT-3, we show that SelfCheckGPT is a highly effective hallucination detection method that can even outperform grey- box methods, and serves as a strong first baseline for an increasingly important problem of LLMs. 2 Background and Related Work 2.1 Hallucination of Large Language Models Hallucination has been studied in text generation tasks, including summarization (Huang et al., 2021) and dialogue generation (Shuster et al., 2021), as well as in a variety of other natural language gen- eration tasks (Ji et al., 2023). Self-consistency decoding has shown to improve chain-of-thought prompting performance on complex reasoning tasks (Wang et al., 2023). Further, Liu et al. (2022) introduce a hallucination detection dataset, how- ever, texts are obtained by perturbing factual texts and thus may not reflect true LLM hallucination. Recently, Azaria and""}, {""chunk_id"": ""paper_003_chunk_0004"", ""paper_id"": ""paper_003"", ""section"": ""Abstract"", ""score"": 5.31427, ""text"": ""et al., 2023). However, uncertainty metrics such as token probability or entropy require access to token-level probability distributions, information which may not be available to users for example when systems are accessed through limited exter- nal APIs. An alternate approach is to leverage fact-verification approaches, where evidence is re- trieved from an external database to assess the ve- racity of a claim (Thorne et al., 2018; Guo et al., 2022). However, facts can only be assessed relative to the knowledge present in the database. Addition- 1 arXiv:2303.08896v3 [cs.CL] 11 Oct 2023 ally, hallucinations are observed over a wide range of tasks beyond pure fact verification (Kryscinski et al., 2020; Maynez et al., 2020). In this paper, we propose SelfCheckGPT, a sampling-based approach that can detect whether responses generated by LLMs are hallucinated or factual. To the best of our knowledge, SelfCheck- GPT is the first work to analyze model halluci- nation of general LLM responses, and is the first zero-resource hallucination detection solution that can be applied to black-box systems. The motivat- ing idea of SelfCheckGPT is that when an LLM has been trained on a given concept, the sampled re- sponses are likely to be similar and contain consis- tent facts. However, for hallucinated facts, stochas- tically sampled responses are likely to diverge and may contradict one another. By sampling multiple responses from an LLM, one can measure informa- tion consistency between the different responses""}, {""chunk_id"": ""paper_003_chunk_0028"", ""paper_id"": ""paper_003"", ""section"": ""6 Data and Annotation"", ""score"": 5.31427, ""text"": ""64.71 64.91 †SelfCheck w/ NLI 20 74.14 73.78 Table 4: Comparison of GPT-3 (text-davinci-003) and Chat- GPT (gpt-3.5.turbo) as the prompt-based text evaluator in SelfCheckGPT-Prompt. †Taken from Table 2 for comparison. The results in Table 4 show that GPT-3 can self- check its own text, and is better than the unigram method even when using only 4 samples. However, ChatGPT shows a slight improvement over GPT-3 in evaluating whether the sentence is supported by the context. More details are in Appendix C. 8 Conclusions This paper is the first work to consider the task of hallucination detection for general large lan- guage model responses. We propose SelfCheck- GPT, a zero-resource approach that is applicable to any black-box LLM without the need for ex- ternal resources, and demonstrate the efficacy of our method. SelfCheckGPT outperforms a range of considered grey-box and black-box baseline de- tection methods at both the sentence and passage levels, and we further release an annotated dataset for GPT-3 hallucination detection with sentence- level factuality labels. Limitations In this study, the 238 GPT-3 generated texts were predominantly passages about individuals in the WikiBio dataset. To further investigate the nature of LLM’s hallucination, this study could be ex- tended to a wider range of concepts, e.g., to also consider generated texts about locations and ob- jects. Further, this work considers factuality at the sentence level, but we note that a single sentence may consist of both factual and non-factual""}]","paper_003_chunk_0005 | Abstract | score=6.631246 | given concept, the sampled re- sponses are likely to be similar and contain consis- tent facts. However, for hallucinated facts, stochas- tically sampled responses are likely to diverge and may contradict one another. By sampling multiple responses from an LLM, one can measure informa- tion consistency between the different responses and determine if statements are factual or halluci- nated. Since SelfCheckGPT only leverages sam- pled responses, it has the added benefit that it can be used for black-box models, and it requires no external database. Five variants of SelfCheckGPT for measuring informational consistency are con- sidered: BERTScore, question-answering, n-gram, NLI, and LLM prompting. Through analysis of an- notated articles generated by GPT-3, we show that SelfCheckGPT is a highly effective hallucination detection method that can even outperform grey- box methods, and serves as a strong first baseline for an increasingly important problem of LLMs. 2 Background and Related Work 2.1 Hallucination of Large Language Models Hallucination has been studied in text generation tasks, including summarization (Huang et al., 2021) and dialogue generation (Shuster et al., 2021), as well as in a variety of other natural language gen- eration tasks (Ji et al., 2023). Self-consistency decoding has shown to improve chain-of-thought prompting performance on complex reasoning tasks (Wang et al., 2023). Further, Liu et al. (2022) introduce a hallucination detection dataset, how- ever, texts are obtained by perturbing factual texts and thus may not reflect true LLM hallucination. Recently, Azaria and

paper_003_chunk_0004 | Abstract | score=5.31427 | et al., 2023). However, uncertainty metrics such as token probability or entropy require access to token-level probability distributions, information which may not be available to users for example when systems are accessed through limited exter- nal APIs. An alternate approach is to leverage fact-verification approaches, where evidence is re- trieved from an external database to assess the ve- racity of a claim (Thorne et al., 2018; Guo et al., 2022). However, facts can only be assessed relative to the knowledge present in the database. Addition- 1 arXiv:2303.08896v3 [cs.CL] 11 Oct 2023 ally, hallucinations are observed over a wide range of tasks beyond pure fact verification (Kryscinski et al., 2020; Maynez et al., 2020). In this paper, we propose SelfCheckGPT, a sampling-based approach that can detect whether responses generated by LLMs are hallucinated or factual. To the best of our knowledge, SelfCheck- GPT is the first work to analyze model halluci- nation of general LLM responses, and is the first zero-resource hallucination detection solution that can be applied to black-box systems. The motivat- ing idea of SelfCheckGPT is that when an LLM has been trained on a given concept, the sampled re- sponses are likely to be similar and contain consis- tent facts. However, for hallucinated facts, stochas- tically sampled responses are likely to diverge and may contradict one another. By sampling multiple responses from an LLM, one can measure informa- tion consistency between the different responses

paper_003_chunk_0028 | 6 Data and Annotation | score=5.31427 | 64.71 64.91 †SelfCheck w/ NLI 20 74.14 73.78 Table 4: Comparison of GPT-3 (text-davinci-003) and Chat- GPT (gpt-3.5.turbo) as the prompt-based text evaluator in SelfCheckGPT-Prompt. †Taken from Table 2 for comparison. The results in Table 4 show that GPT-3 can self- check its own text, and is better than the unigram method even when using only 4 samples. However, ChatGPT shows a slight improvement over GPT-3 in evaluating whether the sentence is supported by the context. More details are in Appendix C. 8 Conclusions This paper is the first work to consider the task of hallucination detection for general large lan- guage model responses. We propose SelfCheck- GPT, a zero-resource approach that is applicable to any black-box LLM without the need for ex- ternal resources, and demonstrate the efficacy of our method. SelfCheckGPT outperforms a range of considered grey-box and black-box baseline de- tection methods at both the sentence and passage levels, and we further release an annotated dataset for GPT-3 hallucination detection with sentence- level factuality labels. Limitations In this study, the 238 GPT-3 generated texts were predominantly passages about individuals in the WikiBio dataset. To further investigate the nature of LLM’s hallucination, this study could be ex- tended to a wider range of concepts, e.g., to also consider generated texts about locations and ob- jects. Further, this work considers factuality at the sentence level, but we note that a single sentence may consist of both factual and non-factual","SelfCheckGPT addresses the problem of detecting hallucinations in responses generated by large language models—i.e., determining whether facts/statements produced by an LLM are factual or fabricated—in a zero-resource, black-box setting where internal token-level probabilities are unavailable (e.g., due to limited API access) and no external database exists to verify claims. The central idea behind its method is sampling-based self-consistency checking: since an LLM's responses about a concept it truly 'knows' tend to be similar and mutually consistent when sampled multiple times, while hallucinated facts tend to diverge or contradict each other across stochastic samples, one can measure the informational consistency among multiple sampled responses to the same prompt to determine whether a given statement is likely factual or hallucinated. This requires only sampled outputs from the model (no external knowledge source or internal probabilities), making it applicable to black-box LLMs. The paper proposes five variants of this consistency measurement: BERTScore, question-answering, n-gram, NLI, and LLM prompting.",tool_results,"[""paper_003_chunk_0004"", ""paper_003_chunk_0005""]",assertable,needs_human_review,tool_answer_needs_human_review,yes,compliant,tool_repair_success,
tool_on_smoke__paper_003_q2__none__high__esr_check__claude_high_capability_model,claude_high_capability_model,anthropic_claude_sonnet_5,paper_003,paper_003_q2,none,target_section_required,unsupported,insufficient,search_authorized_corpus,search_authorized_corpus,yes,"[""paper_003_chunk_0017"", ""paper_003_chunk_0002"", ""paper_003_chunk_0001""]","[{""chunk_id"": ""paper_003_chunk_0017"", ""paper_id"": ""paper_003"", ""section"": ""6 Data and Annotation"", ""score"": 7.983494, ""text"": ""terms of paragraph length and randomly sample 238 articles from the top 20% of longest articles (to ensure no very obscure concept is selected). GPT-3 (text-davinci-003) is then used to generate Wikipedia articles on a con- cept, using the prompt \"" This is a Wikipedia passage about {concept} :\"". Table 1 provides the statistics of GPT-3 generated passages. #Passages #Sentences #Tokens/passage 238 1908 184.7 ±36.9 Table 1: The statistics of WikiBio GPT-3 dataset where the number of tokens is based on the OpenAI GPT-2 tokenizer. We then annotate the sentences of the generated passages using the guidelines shown in Figure 3 such that each sentence is classified as either: • Major Inaccurate (Non-Factual, 1): The sen- tence is entirely hallucinated, i.e. the sentence is unrelated to the topic. • Minor Inaccurate (Non-Factual, 0.5): The sentence consists of some non-factual infor- mation, but the sentence is related to the topic. • Accurate (Factual, 0): The information pre- sented in the sentence is accurate. Of the 1908 annotated sentences, 761 (39.9%) of the sentences were labelled major-inaccurate, 631 (33.1%) minor-inaccurate, and 516 (27.0%) accu- rate. 201 sentences in the dataset had annotations from two different annotators. To obtain a single la- bel for this subset, if both annotators agree, then the agreed label is used. However, if there is disagree- ment, then the worse-case label is selected (e.g., {minor inaccurate, major inaccurate} is mapped to major inaccurate). The inter-annotator agreement, as measured""}, {""chunk_id"": ""paper_003_chunk_0002"", ""paper_id"": ""paper_003"", ""section"": ""6 Data and Annotation"", ""score"": 7.958831, ""text"": ""one another. We investigate this approach by using GPT-3 to generate passages about individuals from the WikiBio dataset, and manually annotate the factuality of the gener- ated passages. We demonstrate that SelfCheck- GPT can: i) detect non-factual and factual sen- tences; and ii) rank passages in terms of factu- ality. We compare our approach to several base- lines and show that our approach has consider- ably higher AUC-PR scores in sentence-level hallucination detection and higher correlation scores in passage-level factuality assessment compared to grey-box methods.1 1 Introduction Large Language Models (LLMs) such as GPT-3 (Brown et al., 2020) and PaLM (Chowdhery et al., 2022) are capable of generating fluent and realistic responses to a variety of user prompts. They have been used in many applications such as automatic 1Code and dataset can be found on the project page at https://github.com/potsawee/selfcheckgpt. LLM e.g. GPT-3 Giuseppe Mariani was an Italian professional footballer who played as a forward. He was born in Milan, Italy. He died in Rome, Italy. [truncated] Giuseppe Mariani was an Italian painter, sculptor, and engraver. He was born in Naples, Italy, in 1882, and died in Paris, France, in 1944. [truncated] Giuseppe Mariani was an Italian violinist, pedagogue and composer. He was born in Pavia, Italy, on 4 June 1836. [truncated] Stochastically-generated responses SelfCheckGPT Score (e.g. how often is the sentence supported by the samples) N samples Does {sample1} support {sentence}? Answer: [Yes/No] LLM sample1 sampleN Does {sampleN} support""}, {""chunk_id"": ""paper_003_chunk_0001"", ""paper_id"": ""paper_003"", ""section"": ""6 Data and Annotation"", ""score"": 7.952267, ""text"": """"}]","paper_003_chunk_0017 | 6 Data and Annotation | score=7.983494 | terms of paragraph length and randomly sample 238 articles from the top 20% of longest articles (to ensure no very obscure concept is selected). GPT-3 (text-davinci-003) is then used to generate Wikipedia articles on a con- cept, using the prompt "" This is a Wikipedia passage about {concept} :"". Table 1 provides the statistics of GPT-3 generated passages. #Passages #Sentences #Tokens/passage 238 1908 184.7 ±36.9 Table 1: The statistics of WikiBio GPT-3 dataset where the number of tokens is based on the OpenAI GPT-2 tokenizer. We then annotate the sentences of the generated passages using the guidelines shown in Figure 3 such that each sentence is classified as either: • Major Inaccurate (Non-Factual, 1): The sen- tence is entirely hallucinated, i.e. the sentence is unrelated to the topic. • Minor Inaccurate (Non-Factual, 0.5): The sentence consists of some non-factual infor- mation, but the sentence is related to the topic. • Accurate (Factual, 0): The information pre- sented in the sentence is accurate. Of the 1908 annotated sentences, 761 (39.9%) of the sentences were labelled major-inaccurate, 631 (33.1%) minor-inaccurate, and 516 (27.0%) accu- rate. 201 sentences in the dataset had annotations from two different annotators. To obtain a single la- bel for this subset, if both annotators agree, then the agreed label is used. However, if there is disagree- ment, then the worse-case label is selected (e.g., {minor inaccurate, major inaccurate} is mapped to major inaccurate). The inter-annotator agreement, as measured

paper_003_chunk_0002 | 6 Data and Annotation | score=7.958831 | one another. We investigate this approach by using GPT-3 to generate passages about individuals from the WikiBio dataset, and manually annotate the factuality of the gener- ated passages. We demonstrate that SelfCheck- GPT can: i) detect non-factual and factual sen- tences; and ii) rank passages in terms of factu- ality. We compare our approach to several base- lines and show that our approach has consider- ably higher AUC-PR scores in sentence-level hallucination detection and higher correlation scores in passage-level factuality assessment compared to grey-box methods.1 1 Introduction Large Language Models (LLMs) such as GPT-3 (Brown et al., 2020) and PaLM (Chowdhery et al., 2022) are capable of generating fluent and realistic responses to a variety of user prompts. They have been used in many applications such as automatic 1Code and dataset can be found on the project page at https://github.com/potsawee/selfcheckgpt. LLM e.g. GPT-3 Giuseppe Mariani was an Italian professional footballer who played as a forward. He was born in Milan, Italy. He died in Rome, Italy. [truncated] Giuseppe Mariani was an Italian painter, sculptor, and engraver. He was born in Naples, Italy, in 1882, and died in Paris, France, in 1944. [truncated] Giuseppe Mariani was an Italian violinist, pedagogue and composer. He was born in Pavia, Italy, on 4 June 1836. [truncated] Stochastically-generated responses SelfCheckGPT Score (e.g. how often is the sentence supported by the samples) N samples Does {sample1} support {sentence}? Answer: [Yes/No] LLM sample1 sampleN Does {sampleN} support

paper_003_chunk_0001 | 6 Data and Annotation | score=7.952267 | ",238 WikiBio passages and 1908 sentences were manually annotated in the SelfCheckGPT dataset.,tool_results,"[""paper_003_chunk_0017""]",assertable,needs_human_review,tool_answer_needs_human_review,yes,compliant,tool_repair_success,
tool_on_smoke__paper_003_q2__partial__high__esr_check__claude_high_capability_model,claude_high_capability_model,anthropic_claude_sonnet_5,paper_003,paper_003_q2,partial,target_section_required,unsupported,insufficient,search_authorized_corpus,search_authorized_corpus,yes,"[""paper_003_chunk_0017"", ""paper_003_chunk_0002"", ""paper_003_chunk_0001""]","[{""chunk_id"": ""paper_003_chunk_0017"", ""paper_id"": ""paper_003"", ""section"": ""6 Data and Annotation"", ""score"": 7.983494, ""text"": ""terms of paragraph length and randomly sample 238 articles from the top 20% of longest articles (to ensure no very obscure concept is selected). GPT-3 (text-davinci-003) is then used to generate Wikipedia articles on a con- cept, using the prompt \"" This is a Wikipedia passage about {concept} :\"". Table 1 provides the statistics of GPT-3 generated passages. #Passages #Sentences #Tokens/passage 238 1908 184.7 ±36.9 Table 1: The statistics of WikiBio GPT-3 dataset where the number of tokens is based on the OpenAI GPT-2 tokenizer. We then annotate the sentences of the generated passages using the guidelines shown in Figure 3 such that each sentence is classified as either: • Major Inaccurate (Non-Factual, 1): The sen- tence is entirely hallucinated, i.e. the sentence is unrelated to the topic. • Minor Inaccurate (Non-Factual, 0.5): The sentence consists of some non-factual infor- mation, but the sentence is related to the topic. • Accurate (Factual, 0): The information pre- sented in the sentence is accurate. Of the 1908 annotated sentences, 761 (39.9%) of the sentences were labelled major-inaccurate, 631 (33.1%) minor-inaccurate, and 516 (27.0%) accu- rate. 201 sentences in the dataset had annotations from two different annotators. To obtain a single la- bel for this subset, if both annotators agree, then the agreed label is used. However, if there is disagree- ment, then the worse-case label is selected (e.g., {minor inaccurate, major inaccurate} is mapped to major inaccurate). The inter-annotator agreement, as measured""}, {""chunk_id"": ""paper_003_chunk_0002"", ""paper_id"": ""paper_003"", ""section"": ""6 Data and Annotation"", ""score"": 7.958831, ""text"": ""one another. We investigate this approach by using GPT-3 to generate passages about individuals from the WikiBio dataset, and manually annotate the factuality of the gener- ated passages. We demonstrate that SelfCheck- GPT can: i) detect non-factual and factual sen- tences; and ii) rank passages in terms of factu- ality. We compare our approach to several base- lines and show that our approach has consider- ably higher AUC-PR scores in sentence-level hallucination detection and higher correlation scores in passage-level factuality assessment compared to grey-box methods.1 1 Introduction Large Language Models (LLMs) such as GPT-3 (Brown et al., 2020) and PaLM (Chowdhery et al., 2022) are capable of generating fluent and realistic responses to a variety of user prompts. They have been used in many applications such as automatic 1Code and dataset can be found on the project page at https://github.com/potsawee/selfcheckgpt. LLM e.g. GPT-3 Giuseppe Mariani was an Italian professional footballer who played as a forward. He was born in Milan, Italy. He died in Rome, Italy. [truncated] Giuseppe Mariani was an Italian painter, sculptor, and engraver. He was born in Naples, Italy, in 1882, and died in Paris, France, in 1944. [truncated] Giuseppe Mariani was an Italian violinist, pedagogue and composer. He was born in Pavia, Italy, on 4 June 1836. [truncated] Stochastically-generated responses SelfCheckGPT Score (e.g. how often is the sentence supported by the samples) N samples Does {sample1} support {sentence}? Answer: [Yes/No] LLM sample1 sampleN Does {sampleN} support""}, {""chunk_id"": ""paper_003_chunk_0001"", ""paper_id"": ""paper_003"", ""section"": ""6 Data and Annotation"", ""score"": 7.952267, ""text"": """"}]","paper_003_chunk_0017 | 6 Data and Annotation | score=7.983494 | terms of paragraph length and randomly sample 238 articles from the top 20% of longest articles (to ensure no very obscure concept is selected). GPT-3 (text-davinci-003) is then used to generate Wikipedia articles on a con- cept, using the prompt "" This is a Wikipedia passage about {concept} :"". Table 1 provides the statistics of GPT-3 generated passages. #Passages #Sentences #Tokens/passage 238 1908 184.7 ±36.9 Table 1: The statistics of WikiBio GPT-3 dataset where the number of tokens is based on the OpenAI GPT-2 tokenizer. We then annotate the sentences of the generated passages using the guidelines shown in Figure 3 such that each sentence is classified as either: • Major Inaccurate (Non-Factual, 1): The sen- tence is entirely hallucinated, i.e. the sentence is unrelated to the topic. • Minor Inaccurate (Non-Factual, 0.5): The sentence consists of some non-factual infor- mation, but the sentence is related to the topic. • Accurate (Factual, 0): The information pre- sented in the sentence is accurate. Of the 1908 annotated sentences, 761 (39.9%) of the sentences were labelled major-inaccurate, 631 (33.1%) minor-inaccurate, and 516 (27.0%) accu- rate. 201 sentences in the dataset had annotations from two different annotators. To obtain a single la- bel for this subset, if both annotators agree, then the agreed label is used. However, if there is disagree- ment, then the worse-case label is selected (e.g., {minor inaccurate, major inaccurate} is mapped to major inaccurate). The inter-annotator agreement, as measured

paper_003_chunk_0002 | 6 Data and Annotation | score=7.958831 | one another. We investigate this approach by using GPT-3 to generate passages about individuals from the WikiBio dataset, and manually annotate the factuality of the gener- ated passages. We demonstrate that SelfCheck- GPT can: i) detect non-factual and factual sen- tences; and ii) rank passages in terms of factu- ality. We compare our approach to several base- lines and show that our approach has consider- ably higher AUC-PR scores in sentence-level hallucination detection and higher correlation scores in passage-level factuality assessment compared to grey-box methods.1 1 Introduction Large Language Models (LLMs) such as GPT-3 (Brown et al., 2020) and PaLM (Chowdhery et al., 2022) are capable of generating fluent and realistic responses to a variety of user prompts. They have been used in many applications such as automatic 1Code and dataset can be found on the project page at https://github.com/potsawee/selfcheckgpt. LLM e.g. GPT-3 Giuseppe Mariani was an Italian professional footballer who played as a forward. He was born in Milan, Italy. He died in Rome, Italy. [truncated] Giuseppe Mariani was an Italian painter, sculptor, and engraver. He was born in Naples, Italy, in 1882, and died in Paris, France, in 1944. [truncated] Giuseppe Mariani was an Italian violinist, pedagogue and composer. He was born in Pavia, Italy, on 4 June 1836. [truncated] Stochastically-generated responses SelfCheckGPT Score (e.g. how often is the sentence supported by the samples) N samples Does {sample1} support {sentence}? Answer: [Yes/No] LLM sample1 sampleN Does {sampleN} support

paper_003_chunk_0001 | 6 Data and Annotation | score=7.952267 | ",238 WikiBio passages and 1908 sentences were manually annotated in the SelfCheckGPT dataset.,tool_results,"[""paper_003_chunk_0017""]",assertable,needs_human_review,tool_answer_needs_human_review,yes,compliant,tool_repair_success,
tool_on_smoke__paper_004_q1__none__high__esr_check__claude_high_capability_model,claude_high_capability_model,anthropic_claude_sonnet_5,paper_004,paper_004_q1,none,abstract_answerable,unsupported,insufficient,search_authorized_corpus,search_authorized_corpus,yes,"[""paper_004_chunk_0006"", ""paper_004_chunk_0038"", ""paper_004_chunk_0019""]","[{""chunk_id"": ""paper_004_chunk_0006"", ""paper_id"": ""paper_004"", ""section"": ""Abstract"", ""score"": 4.760672, ""text"": ""sampling-then-filtering approach, we can generate a hallucinated counterpart for each specific task example. These hallucinated samples are designed to challenge the ability of LLMs in hallucination recognition and analyze the informa- tion blind spots of LLMs. To better understand the performance of LLMs in HaluEval, we conduct experiments with several existing powerful LLMs (e.g., ChatGPT, GPT-3). Our key findings can be summarized as follows: • First, ChatGPT is likely to generate halluci- nated content by fabricating unverifiable informa- tion in its responses (i.e., about 19.5% responses). The hallucinated texts from ChatGPT cover topics including language, climate, and technology. • Second, existing LLMs face significant chal- lenges to identify the hallucinations in the gener- ated text, even for ChatGPT which is used to gener- ate these hallucinated samples (e.g., only 62.59% accuracy for ChatGPT in question answering). •Finally, the deficient performance of LLMs in recognizing hallucinations can be improved by pro- viding explicit knowledge and adding intermediate reasoning steps. While, contrasting hallucinated samples with ground-truth makes LLMs more con- fused and leads to worse performance. 2 The HaluEval Benchmark As the goal of HaluEval is to understandwhat types of content and to which extent LLMs tend to hallu- cinate, the benchmark contains a myriad of correct samples and their hallucinated counterparts. This collection is created via two ways, i.e., automatic generation and human annotation. 2.1 Automatic Generation Our generation pipeline includes two steps: 1) di- verse hallucination sampling, and 2) high-quality""}, {""chunk_id"": ""paper_004_chunk_0038"", ""paper_id"": ""paper_004"", ""section"": ""PDF text"", ""score"": 3.572759, ""text"": ""benchmark are presented in Ap- pendix D. A Hallucination Sampling The hallucination sampling instructions for dia- logue and summarization are shown in Table 9 and Table 10, respectively. B Hallucination Filtering The hallucination sampling instructions for dia- logue and summarization are shown in Table 11 and Table 12, respectively. C Hallucination Recognition The hallucination recognition instructions for QA, dialogue and summarization are shown in Table 13, Table 14 and Table 15, respectively. D Details of HaluEval The number of generated hallucinated samples for each hallucination pattern are shown in Table 16. I want you act as an assistant in a conversation with human. Given a dialogue history, the true response, and related knowledge, your objective is to write a hallucinated response that sounds plausible but is factually incorrect. You SHOULD write the hallucinated response using the following method (each with some examples): You are trying to write a response to human but you replace the true entity with a highly similar entity. #Knowledge#: The Dark Knight is a 2008 superhero film directed by Christopher Nolan from a screenplay he co-wrote with his brother Jonathan. Christopher Nolan is a film director. #Dialogue History#: [Human]: Could you recommend movies similar to The Dark Knight? [Assistant]: The sequel to Batman Begins is The Dark Knight. [Human]: Okay. Who is the director of The Dark Knight and any other movies from him not related to Batman? #T rue Response#:Christopher Nolan""}, {""chunk_id"": ""paper_004_chunk_0019"", ""paper_id"": ""paper_004"", ""section"": ""PDF text"", ""score"": 3.568311, ""text"": ""1.0 to generate samples and set the maximum num- ber of tokens for generation to 256. Moreover, we set the frequency penalty to zero and top-p to 1.0. For evaluation, we set the temperature to zero for all models to reduce output randomness and ensure more focused and deterministic outputs. In the following, we first conduct hallucination recognition experiments, then propose several po- tentially useful strategies to improve the recogni- tion, and finally we perform qualitative analysis to understand the hallucination in LLMs. 3.2 Results and Analysis 3.2.1 Hallucination Recognition To evaluate the ability of LLMs to recognize hal- lucinations, we randomly select the hallucinated or normal output (e.g., an answer) of each sample for classification. The evaluation instructions of QA, dialogue, and summarization are presented in Table 13, Table 14 and Table 15 in Appendix C. Table 5 presents the accuracy of evaluated LLMs to classify whether the sample output contains hal- lucinated information. Our findings indicate that LLMs are still poor at identifying hallucination which might be implicit in text. For example, the state-of-the-art ChatGPT model cannot distin- guish between factual and hallucinated summary and only achieves 58.53% accuracy in text summa- rization, which is barely above chance. Moreover, GPT-3 obtains just about random chance of 50% accuracy across three tasks, and Alpaca or Vicuna even performs worse (well below random chance). We hypothesize that LLMs perform poorly because the hallucinated sample we generate looks highly similar with""}]","paper_004_chunk_0006 | Abstract | score=4.760672 | sampling-then-filtering approach, we can generate a hallucinated counterpart for each specific task example. These hallucinated samples are designed to challenge the ability of LLMs in hallucination recognition and analyze the informa- tion blind spots of LLMs. To better understand the performance of LLMs in HaluEval, we conduct experiments with several existing powerful LLMs (e.g., ChatGPT, GPT-3). Our key findings can be summarized as follows: • First, ChatGPT is likely to generate halluci- nated content by fabricating unverifiable informa- tion in its responses (i.e., about 19.5% responses). The hallucinated texts from ChatGPT cover topics including language, climate, and technology. • Second, existing LLMs face significant chal- lenges to identify the hallucinations in the gener- ated text, even for ChatGPT which is used to gener- ate these hallucinated samples (e.g., only 62.59% accuracy for ChatGPT in question answering). •Finally, the deficient performance of LLMs in recognizing hallucinations can be improved by pro- viding explicit knowledge and adding intermediate reasoning steps. While, contrasting hallucinated samples with ground-truth makes LLMs more con- fused and leads to worse performance. 2 The HaluEval Benchmark As the goal of HaluEval is to understandwhat types of content and to which extent LLMs tend to hallu- cinate, the benchmark contains a myriad of correct samples and their hallucinated counterparts. This collection is created via two ways, i.e., automatic generation and human annotation. 2.1 Automatic Generation Our generation pipeline includes two steps: 1) di- verse hallucination sampling, and 2) high-quality

paper_004_chunk_0038 | PDF text | score=3.572759 | benchmark are presented in Ap- pendix D. A Hallucination Sampling The hallucination sampling instructions for dia- logue and summarization are shown in Table 9 and Table 10, respectively. B Hallucination Filtering The hallucination sampling instructions for dia- logue and summarization are shown in Table 11 and Table 12, respectively. C Hallucination Recognition The hallucination recognition instructions for QA, dialogue and summarization are shown in Table 13, Table 14 and Table 15, respectively. D Details of HaluEval The number of generated hallucinated samples for each hallucination pattern are shown in Table 16. I want you act as an assistant in a conversation with human. Given a dialogue history, the true response, and related knowledge, your objective is to write a hallucinated response that sounds plausible but is factually incorrect. You SHOULD write the hallucinated response using the following method (each with some examples): You are trying to write a response to human but you replace the true entity with a highly similar entity. #Knowledge#: The Dark Knight is a 2008 superhero film directed by Christopher Nolan from a screenplay he co-wrote with his brother Jonathan. Christopher Nolan is a film director. #Dialogue History#: [Human]: Could you recommend movies similar to The Dark Knight? [Assistant]: The sequel to Batman Begins is The Dark Knight. [Human]: Okay. Who is the director of The Dark Knight and any other movies from him not related to Batman? #T rue Response#:Christopher Nolan

