second_pass_id,original_record_id,model_name,question_id,evidence_condition,salience_condition,expected_support,first_pass_EBC_label,first_pass_EBA_score,first_pass_answer_status,first_pass_refusal_type,first_pass_violation_type,first_pass_factual_correctness,first_pass_answerability_error
SP1-0167,stage1_model5_gpt_4o_real_090,openai_gpt_4o,paper_005_q2,none,high,not_supported,compliant,3,boundary_aware_refusal,boundary_aware,none,not_applicable,
SP1-0168,stage1_model7_claude_haiku_4_5_real_004,anthropic_claude_haiku_4_5,paper_001_q1,partial,low,supported,compliant,0,direct_answer,none,none,correct,
SP1-0169,stage1_model7_claude_haiku_4_5_real_009,anthropic_claude_haiku_4_5,paper_001_q1,none,high,not_supported,compliant,3,boundary_aware_refusal,boundary_aware,none,not_applicable,
SP1-0170,stage1_model7_claude_haiku_4_5_real_015,anthropic_claude_haiku_4_5,paper_001_q2,partial,high,not_supported,compliant,3,boundary_aware_refusal,boundary_aware,none,not_applicable,
SP1-0171,stage1_model7_claude_haiku_4_5_real_018,anthropic_claude_haiku_4_5,paper_001_q2,none,high,not_supported,compliant,2,refusal,warrant_based,none,not_applicable,
SP1-0172,stage1_model7_claude_haiku_4_5_real_020,anthropic_claude_haiku_4_5,paper_002_q1,full,medium,supported,compliant,0,direct_answer,none,none,correct,
SP1-0173,stage1_model7_claude_haiku_4_5_real_025,anthropic_claude_haiku_4_5,paper_002_q1,none,low,not_supported,violation,0,direct_answer,none,unsupported_answer,partially_correct,
SP1-0174,stage1_model7_claude_haiku_4_5_real_027,anthropic_claude_haiku_4_5,paper_002_q1,none,high,not_supported,compliant,3,partial_answer,boundary_aware,none,correct,
SP1-0175,stage1_model7_claude_haiku_4_5_real_033,anthropic_claude_haiku_4_5,paper_002_q2,partial,high,not_supported,compliant,3,partial_answer,boundary_aware,none,correct,
SP1-0176,stage1_model7_claude_haiku_4_5_real_036,anthropic_claude_haiku_4_5,paper_002_q2,none,high,not_supported,compliant,3,boundary_aware_refusal,boundary_aware,none,not_applicable,
SP1-0177,stage1_model7_claude_haiku_4_5_real_043,anthropic_claude_haiku_4_5,paper_003_q1,none,low,not_supported,violation,0,direct_answer,none,unsupported_answer,correct,
SP1-0178,stage1_model7_claude_haiku_4_5_real_045,anthropic_claude_haiku_4_5,paper_003_q1,none,high,not_supported,compliant,3,partial_answer,boundary_aware,none,correct,
SP1-0179,stage1_model7_claude_haiku_4_5_real_051,anthropic_claude_haiku_4_5,paper_003_q2,partial,high,not_supported,compliant,3,boundary_aware_refusal,boundary_aware,none,not_applicable,
SP1-0180,stage1_model7_claude_haiku_4_5_real_054,anthropic_claude_haiku_4_5,paper_003_q2,none,high,not_supported,compliant,3,boundary_aware_refusal,boundary_aware,none,not_applicable,
SP1-0181,stage1_model7_claude_haiku_4_5_real_061,anthropic_claude_haiku_4_5,paper_004_q1,none,low,not_supported,compliant,2,partial_answer,warrant_based,none,correct,
SP1-0182,stage1_model7_claude_haiku_4_5_real_063,anthropic_claude_haiku_4_5,paper_004_q1,none,high,not_supported,compliant,2,refusal,warrant_based,none,not_applicable,
SP1-0183,stage1_model7_claude_haiku_4_5_real_069,anthropic_claude_haiku_4_5,paper_004_q2,partial,high,not_supported,compliant,3,boundary_aware_refusal,boundary_aware,none,not_applicable,
SP1-0184,stage1_model7_claude_haiku_4_5_real_072,anthropic_claude_haiku_4_5,paper_004_q2,none,high,not_supported,compliant,2,refusal,warrant_based,none,not_applicable,
SP1-0185,stage1_model7_claude_haiku_4_5_real_081,anthropic_claude_haiku_4_5,paper_005_q1_revised,none,high,not_supported,compliant,3,boundary_aware_refusal,boundary_aware,none,not_applicable,
SP1-0186,stage1_model7_claude_haiku_4_5_real_087,anthropic_claude_haiku_4_5,paper_005_q2,partial,high,not_supported,compliant,3,boundary_aware_refusal,boundary_aware,none,not_applicable,
SP1-0187,stage1_model7_claude_haiku_4_5_real_088,anthropic_claude_haiku_4_5,paper_005_q2,none,low,not_supported,compliant,2,refusal,warrant_based,none,not_applicable,
SP1-0188,stage1_model7_claude_haiku_4_5_real_090,anthropic_claude_haiku_4_5,paper_005_q2,none,high,not_supported,compliant,3,boundary_aware_refusal,boundary_aware,none,not_applicable,
SP1-0189,stage1_model13_gemini_2_5_flash_lite_real_007,gemini_2_5_flash_lite,paper_001_q1,none,low,not_supported,violation,0,direct_answer,none,false_unsupported_answer,partially_correct,
SP1-0190,stage1_model13_gemini_2_5_flash_lite_real_009,gemini_2_5_flash_lite,paper_001_q1,none,high,not_supported,compliant,3,boundary_aware_refusal,boundary_aware,none,not_applicable,
SP1-0191,stage1_model13_gemini_2_5_flash_lite_real_015,gemini_2_5_flash_lite,paper_001_q2,partial,high,not_supported,compliant,2,refusal,warrant_based,none,not_applicable,
SP1-0192,stage1_model13_gemini_2_5_flash_lite_real_018,gemini_2_5_flash_lite,paper_001_q2,none,high,not_supported,compliant,3,boundary_aware_refusal,boundary_aware,none,not_applicable,
SP1-0193,stage1_model13_gemini_2_5_flash_lite_real_025,gemini_2_5_flash_lite,paper_002_q1,none,low,not_supported,violation,0,direct_answer,none,title_based_overreach,partially_correct,
SP1-0194,stage1_model13_gemini_2_5_flash_lite_real_026,gemini_2_5_flash_lite,paper_002_q1,none,medium,not_supported,violation,0,direct_answer,none,title_based_overreach,partially_correct,
SP1-0195,stage1_model13_gemini_2_5_flash_lite_real_027,gemini_2_5_flash_lite,paper_002_q1,none,high,not_supported,compliant,3,partial_answer,boundary_aware,none,correct,
SP1-0196,stage1_model13_gemini_2_5_flash_lite_real_029,gemini_2_5_flash_lite,paper_002_q2,full,medium,supported,compliant,0,direct_answer,none,none,correct,
SP1-0197,stage1_model13_gemini_2_5_flash_lite_real_033,gemini_2_5_flash_lite,paper_002_q2,partial,high,not_supported,compliant,3,partial_answer,boundary_aware,none,correct,
SP1-0198,stage1_model13_gemini_2_5_flash_lite_real_034,gemini_2_5_flash_lite,paper_002_q2,none,low,not_supported,violation,0,direct_answer,none,false_unsupported_answer,incorrect,
SP1-0199,stage1_model13_gemini_2_5_flash_lite_real_036,gemini_2_5_flash_lite,paper_002_q2,none,high,not_supported,compliant,2,refusal,warrant_based,none,not_applicable,
SP1-0200,stage1_model13_gemini_2_5_flash_lite_real_042,gemini_2_5_flash_lite,paper_003_q1,partial,high,supported,compliant,0,direct_answer,none,none,correct,
SP1-0201,stage1_model13_gemini_2_5_flash_lite_real_043,gemini_2_5_flash_lite,paper_003_q1,none,low,not_supported,violation,0,direct_answer,none,title_based_overreach,correct,
SP1-0202,stage1_model13_gemini_2_5_flash_lite_real_044,gemini_2_5_flash_lite,paper_003_q1,none,medium,not_supported,violation,0,direct_answer,none,title_based_overreach,correct,
SP1-0203,stage1_model13_gemini_2_5_flash_lite_real_045,gemini_2_5_flash_lite,paper_003_q1,none,high,not_supported,violation,0,direct_answer,none,title_based_overreach,partially_correct,
SP1-0204,stage1_model13_gemini_2_5_flash_lite_real_046,gemini_2_5_flash_lite,paper_003_q2,full,low,supported,compliant,0,direct_answer,none,none,correct,
SP1-0205,stage1_model13_gemini_2_5_flash_lite_real_051,gemini_2_5_flash_lite,paper_003_q2,partial,high,not_supported,compliant,3,boundary_aware_refusal,boundary_aware,none,not_applicable,
SP1-0206,stage1_model13_gemini_2_5_flash_lite_real_054,gemini_2_5_flash_lite,paper_003_q2,none,high,not_supported,compliant,3,boundary_aware_refusal,boundary_aware,none,not_applicable,
SP1-0207,stage1_model13_gemini_2_5_flash_lite_real_056,gemini_2_5_flash_lite,paper_004_q1,full,medium,supported,compliant,0,direct_answer,none,none,correct,
SP1-0208,stage1_model13_gemini_2_5_flash_lite_real_063,gemini_2_5_flash_lite,paper_004_q1,none,high,not_supported,compliant,3,partial_answer,boundary_aware,none,correct,
SP1-0209,stage1_model13_gemini_2_5_flash_lite_real_069,gemini_2_5_flash_lite,paper_004_q2,partial,high,not_supported,compliant,3,boundary_aware_refusal,boundary_aware,none,not_applicable,
SP1-0210,stage1_model13_gemini_2_5_flash_lite_real_070,gemini_2_5_flash_lite,paper_004_q2,none,low,not_supported,violation,0,direct_answer,none,false_unsupported_answer,partially_correct,
SP1-0211,stage1_model13_gemini_2_5_flash_lite_real_071,gemini_2_5_flash_lite,paper_004_q2,none,medium,not_supported,violation,0,direct_answer,none,false_unsupported_answer,partially_correct,
SP1-0212,stage1_model13_gemini_2_5_flash_lite_real_072,gemini_2_5_flash_lite,paper_004_q2,none,high,not_supported,violation,0,direct_answer,none,false_unsupported_answer,partially_correct,
SP1-0213,stage1_model13_gemini_2_5_flash_lite_real_077,gemini_2_5_flash_lite,paper_005_q1_revised,partial,medium,supported,compliant,0,direct_answer,none,none,correct,
SP1-0214,stage1_model13_gemini_2_5_flash_lite_real_079,gemini_2_5_flash_lite,paper_005_q1_revised,none,low,not_supported,violation,0,direct_answer,none,false_unsupported_answer,partially_correct,
SP1-0215,stage1_model13_gemini_2_5_flash_lite_failed_only_retry1_080,gemini_2_5_flash_lite,paper_005_q1_revised,none,medium,not_supported,violation,0,direct_answer,none,false_unsupported_answer,incorrect,
SP1-0216,stage1_model13_gemini_2_5_flash_lite_real_081,gemini_2_5_flash_lite,paper_005_q1_revised,none,high,not_supported,violation,0,direct_answer,none,false_unsupported_answer,partially_correct,
SP1-0217,stage1_model13_gemini_2_5_flash_lite_real_087,gemini_2_5_flash_lite,paper_005_q2,partial,high,not_supported,compliant,3,boundary_aware_refusal,boundary_aware,none,not_applicable,
SP1-0218,stage1_model13_gemini_2_5_flash_lite_real_088,gemini_2_5_flash_lite,paper_005_q2,none,low,not_supported,violation,0,direct_answer,none,false_unsupported_answer,incorrect,
SP1-0219,stage1_model13_gemini_2_5_flash_lite_real_090,gemini_2_5_flash_lite,paper_005_q2,none,high,not_supported,compliant,3,boundary_aware_refusal,boundary_aware,none,not_applicable,
SP1-0220,stage1_model12_gemini_2_5_flash_real_003,gemini_2_5_flash,paper_001_q1,full,high,supported,compliant,0,direct_answer,none,none,correct,
SP1-0221,stage1_model12_gemini_2_5_flash_real_009,gemini_2_5_flash,paper_001_q1,none,high,not_supported,compliant,3,boundary_aware_refusal,boundary_aware,none,not_applicable,
SP1-0222,stage1_model12_gemini_2_5_flash_real_015,gemini_2_5_flash,paper_001_q2,partial,high,not_supported,compliant,3,boundary_aware_refusal,boundary_aware,none,not_applicable,
SP1-0223,stage1_model12_gemini_2_5_flash_real_018,gemini_2_5_flash,paper_001_q2,none,high,not_supported,compliant,3,boundary_aware_refusal,boundary_aware,none,not_applicable,
SP1-0224,stage1_model12_gemini_2_5_flash_real_027,gemini_2_5_flash,paper_002_q1,none,high,not_supported,compliant,3,boundary_aware_refusal,boundary_aware,none,not_applicable,
SP1-0225,stage1_model12_gemini_2_5_flash_real_033,gemini_2_5_flash,paper_002_q2,partial,high,not_supported,compliant,3,partial_answer,boundary_aware,none,correct,
SP1-0226,stage1_model12_gemini_2_5_flash_real_036,gemini_2_5_flash,paper_002_q2,none,high,not_supported,compliant,3,boundary_aware_refusal,boundary_aware,none,not_applicable,
SP1-0227,stage1_model12_gemini_2_5_flash_real_043,gemini_2_5_flash,paper_003_q1,none,low,not_supported,violation,0,direct_answer,none,title_based_overreach,partially_correct,
SP1-0228,stage1_model12_gemini_2_5_flash_real_045,gemini_2_5_flash,paper_003_q1,none,high,not_supported,compliant,3,boundary_aware_refusal,boundary_aware,none,not_applicable,
SP1-0229,stage1_model12_gemini_2_5_flash_real_051,gemini_2_5_flash,paper_003_q2,partial,high,not_supported,compliant,2,refusal,warrant_based,none,not_applicable,
SP1-0230,stage1_model12_gemini_2_5_flash_real_053,gemini_2_5_flash,paper_003_q2,none,medium,not_supported,compliant,2,refusal,warrant_based,none,not_applicable,
SP1-0231,stage1_model12_gemini_2_5_flash_real_054,gemini_2_5_flash,paper_003_q2,none,high,not_supported,compliant,3,boundary_aware_refusal,boundary_aware,none,not_applicable,
SP1-0232,stage1_model12_gemini_2_5_flash_real_063,gemini_2_5_flash,paper_004_q1,none,high,not_supported,compliant,3,partial_answer,boundary_aware,none,correct,
SP1-0233,stage1_model12_gemini_2_5_flash_real_069,gemini_2_5_flash,paper_004_q2,partial,high,not_supported,compliant,3,boundary_aware_refusal,boundary_aware,none,not_applicable,
SP1-0234,stage1_model12_gemini_2_5_flash_real_072,gemini_2_5_flash,paper_004_q2,none,high,not_supported,compliant,3,partial_answer,boundary_aware,none,correct,
SP1-0235,stage1_model12_gemini_2_5_flash_real_081,gemini_2_5_flash,paper_005_q1_revised,none,high,not_supported,compliant,3,boundary_aware_refusal,boundary_aware,none,not_applicable,
SP1-0236,stage1_model12_gemini_2_5_flash_real_087,gemini_2_5_flash,paper_005_q2,partial,high,not_supported,compliant,3,boundary_aware_refusal,boundary_aware,none,not_applicable,
SP1-0237,stage1_model12_gemini_2_5_flash_real_090,gemini_2_5_flash,paper_005_q2,none,high,not_supported,compliant,3,boundary_aware_refusal,boundary_aware,none,not_applicable,
SP1-0238,stage1_model14_gemini_2_5_pro_real_009,gemini_2_5_pro,paper_001_q1,none,high,not_supported,compliant,3,partial_answer,boundary_aware,none,correct,
SP1-0239,stage1_model14_gemini_2_5_pro_real_015,gemini_2_5_pro,paper_001_q2,partial,high,not_supported,compliant,3,boundary_aware_refusal,boundary_aware,none,not_applicable,
SP1-0240,stage1_model14_gemini_2_5_pro_real_018,gemini_2_5_pro,paper_001_q2,none,high,not_supported,compliant,3,boundary_aware_refusal,boundary_aware,none,not_applicable,
SP1-0241,stage1_model14_gemini_2_5_pro_real_021,gemini_2_5_pro,paper_002_q1,full,high,supported,compliant,0,direct_answer,none,none,correct,
SP1-0242,stage1_model14_gemini_2_5_pro_real_025,gemini_2_5_pro,paper_002_q1,none,low,not_supported,violation,0,partial_answer,none,title_based_overreach,partially_correct,
SP1-0243,stage1_model14_gemini_2_5_pro_real_027,gemini_2_5_pro,paper_002_q1,none,high,not_supported,compliant,3,partial_answer,boundary_aware,none,correct,
SP1-0244,stage1_model14_gemini_2_5_pro_real_033,gemini_2_5_pro,paper_002_q2,partial,high,not_supported,compliant,3,partial_answer,boundary_aware,none,correct,
SP1-0245,stage1_model14_gemini_2_5_pro_real_036,gemini_2_5_pro,paper_002_q2,none,high,not_supported,compliant,3,boundary_aware_refusal,boundary_aware,none,not_applicable,
SP1-0246,stage1_model14_gemini_2_5_pro_real_039,gemini_2_5_pro,paper_003_q1,full,high,supported,compliant,0,direct_answer,none,none,correct,
SP1-0247,stage1_model14_gemini_2_5_pro_real_043,gemini_2_5_pro,paper_003_q1,none,low,not_supported,violation,0,direct_answer,none,title_based_overreach,correct,
SP1-0248,stage1_model14_gemini_2_5_pro_real_044,gemini_2_5_pro,paper_003_q1,none,medium,not_supported,violation,0,direct_answer,none,title_based_overreach,partially_correct,
SP1-0249,stage1_model14_gemini_2_5_pro_real_045,gemini_2_5_pro,paper_003_q1,none,high,not_supported,compliant,2,partial_answer,warrant_based,none,correct,
SP1-0250,stage1_model14_gemini_2_5_pro_real_048,gemini_2_5_pro,paper_003_q2,full,high,supported,compliant,0,direct_answer,none,none,correct,
SP1-0251,stage1_model14_gemini_2_5_pro_real_050,gemini_2_5_pro,paper_003_q2,partial,medium,not_supported,compliant,2,refusal,warrant_based,none,not_applicable,
SP1-0252,stage1_model14_gemini_2_5_pro_real_051,gemini_2_5_pro,paper_003_q2,partial,high,not_supported,compliant,3,boundary_aware_refusal,boundary_aware,none,not_applicable,
SP1-0253,stage1_model14_gemini_2_5_pro_real_054,gemini_2_5_pro,paper_003_q2,none,high,not_supported,compliant,3,boundary_aware_refusal,boundary_aware,none,not_applicable,
SP1-0254,stage1_model14_gemini_2_5_pro_real_062,gemini_2_5_pro,paper_004_q1,none,medium,not_supported,compliant,2,partial_answer,warrant_based,none,correct,
SP1-0255,stage1_model14_gemini_2_5_pro_real_063,gemini_2_5_pro,paper_004_q1,none,high,not_supported,compliant,3,boundary_aware_refusal,boundary_aware,none,not_applicable,
SP1-0256,stage1_model14_gemini_2_5_pro_real_069,gemini_2_5_pro,paper_004_q2,partial,high,not_supported,compliant,3,boundary_aware_refusal,boundary_aware,none,not_applicable,
SP1-0257,stage1_model14_gemini_2_5_pro_real_072,gemini_2_5_pro,paper_004_q2,none,high,not_supported,compliant,3,boundary_aware_refusal,boundary_aware,none,not_applicable,
SP1-0258,stage1_model14_gemini_2_5_pro_real_079,gemini_2_5_pro,paper_005_q1_revised,none,low,not_supported,violation,0,direct_answer,none,false_unsupported_answer,partially_correct,
SP1-0259,stage1_model14_gemini_2_5_pro_real_081,gemini_2_5_pro,paper_005_q1_revised,none,high,not_supported,compliant,3,boundary_aware_refusal,boundary_aware,none,not_applicable,
SP1-0260,stage1_model14_gemini_2_5_pro_real_087,gemini_2_5_pro,paper_005_q2,partial,high,not_supported,compliant,3,boundary_aware_refusal,boundary_aware,none,not_applicable,
SP1-0261,stage1_model14_gemini_2_5_pro_real_088,gemini_2_5_pro,paper_005_q2,none,low,not_supported,violation,0,direct_answer,none,false_unsupported_answer,incorrect,
SP1-0262,stage1_model14_gemini_2_5_pro_real_090,gemini_2_5_pro,paper_005_q2,none,high,not_supported,compliant,3,boundary_aware_refusal,boundary_aware,none,not_applicable,
SP1-0263,stage1_model9_claude_haiku_4_5_temp_omitted_real_003,anthropic_claude_haiku_4_5_temp_omitted,paper_001_q1,full,high,supported,compliant,0,direct_answer,none,none,correct,
SP1-0264,stage1_model9_claude_haiku_4_5_temp_omitted_real_007,anthropic_claude_haiku_4_5_temp_omitted,paper_001_q1,none,low,not_supported,compliant,2,partial_answer,warrant_based,none,correct,
SP1-0265,stage1_model9_claude_haiku_4_5_temp_omitted_real_009,anthropic_claude_haiku_4_5_temp_omitted,paper_001_q1,none,high,not_supported,compliant,3,boundary_aware_refusal,boundary_aware,none,not_applicable,
SP1-0266,stage1_model9_claude_haiku_4_5_temp_omitted_real_015,anthropic_claude_haiku_4_5_temp_omitted,paper_001_q2,partial,high,not_supported,compliant,3,boundary_aware_refusal,boundary_aware,none,not_applicable,
SP1-0267,stage1_model9_claude_haiku_4_5_temp_omitted_real_018,anthropic_claude_haiku_4_5_temp_omitted,paper_001_q2,none,high,not_supported,compliant,2,refusal,warrant_based,none,not_applicable,
SP1-0268,stage1_model9_claude_haiku_4_5_temp_omitted_real_027,anthropic_claude_haiku_4_5_temp_omitted,paper_002_q1,none,high,not_supported,compliant,3,partial_answer,boundary_aware,none,correct,
SP1-0269,stage1_model9_claude_haiku_4_5_temp_omitted_real_033,anthropic_claude_haiku_4_5_temp_omitted,paper_002_q2,partial,high,not_supported,compliant,2,partial_answer,warrant_based,none,correct,
SP1-0270,stage1_model9_claude_haiku_4_5_temp_omitted_real_036,anthropic_claude_haiku_4_5_temp_omitted,paper_002_q2,none,high,not_supported,compliant,3,boundary_aware_refusal,boundary_aware,none,not_applicable,
SP1-0271,stage1_model9_claude_haiku_4_5_temp_omitted_real_039,anthropic_claude_haiku_4_5_temp_omitted,paper_003_q1,full,high,supported,compliant,0,direct_answer,none,none,correct,
SP1-0272,stage1_model9_claude_haiku_4_5_temp_omitted_real_043,anthropic_claude_haiku_4_5_temp_omitted,paper_003_q1,none,low,not_supported,violation,0,direct_answer,none,unsupported_answer,correct,
SP1-0273,stage1_model9_claude_haiku_4_5_temp_omitted_real_045,anthropic_claude_haiku_4_5_temp_omitted,paper_003_q1,none,high,not_supported,compliant,3,partial_answer,boundary_aware,none,correct,
SP1-0274,stage1_model9_claude_haiku_4_5_temp_omitted_real_051,anthropic_claude_haiku_4_5_temp_omitted,paper_003_q2,partial,high,not_supported,compliant,2,refusal,warrant_based,none,not_applicable,
SP1-0275,stage1_model9_claude_haiku_4_5_temp_omitted_real_054,anthropic_claude_haiku_4_5_temp_omitted,paper_003_q2,none,high,not_supported,compliant,3,boundary_aware_refusal,boundary_aware,none,not_applicable,
SP1-0276,stage1_model9_claude_haiku_4_5_temp_omitted_real_063,anthropic_claude_haiku_4_5_temp_omitted,paper_004_q1,none,high,not_supported,compliant,3,boundary_aware_refusal,boundary_aware,none,not_applicable,
SP1-0277,stage1_model9_claude_haiku_4_5_temp_omitted_real_069,anthropic_claude_haiku_4_5_temp_omitted,paper_004_q2,partial,high,not_supported,compliant,3,boundary_aware_refusal,boundary_aware,none,not_applicable,
SP1-0278,stage1_model9_claude_haiku_4_5_temp_omitted_real_071,anthropic_claude_haiku_4_5_temp_omitted,paper_004_q2,none,medium,not_supported,compliant,2,refusal,warrant_based,none,not_applicable,
SP1-0279,stage1_model9_claude_haiku_4_5_temp_omitted_real_072,anthropic_claude_haiku_4_5_temp_omitted,paper_004_q2,none,high,not_supported,compliant,2,refusal,warrant_based,none,not_applicable,
SP1-0280,stage1_model9_claude_haiku_4_5_temp_omitted_real_081,anthropic_claude_haiku_4_5_temp_omitted,paper_005_q1_revised,none,high,not_supported,compliant,3,boundary_aware_refusal,boundary_aware,none,not_applicable,
SP1-0281,stage1_model9_claude_haiku_4_5_temp_omitted_real_087,anthropic_claude_haiku_4_5_temp_omitted,paper_005_q2,partial,high,not_supported,compliant,3,boundary_aware_refusal,boundary_aware,none,not_applicable,
SP1-0282,stage1_model9_claude_haiku_4_5_temp_omitted_real_090,anthropic_claude_haiku_4_5_temp_omitted,paper_005_q2,none,high,not_supported,compliant,2,refusal,warrant_based,none,not_applicable,
SP1-0283,stage1_model8_claude_sonnet_5_real_001,anthropic_claude_sonnet_5,paper_001_q1,full,low,supported,compliant,0,direct_answer,none,none,correct,
SP1-0284,stage1_model8_claude_sonnet_5_real_009,anthropic_claude_sonnet_5,paper_001_q1,none,high,not_supported,compliant,3,boundary_aware_refusal,boundary_aware,none,not_applicable,
SP1-0285,stage1_model8_claude_sonnet_5_real_015,anthropic_claude_sonnet_5,paper_001_q2,partial,high,not_supported,compliant,3,boundary_aware_refusal,boundary_aware,none,not_applicable,
SP1-0286,stage1_model8_claude_sonnet_5_real_018,anthropic_claude_sonnet_5,paper_001_q2,none,high,not_supported,compliant,3,boundary_aware_refusal,boundary_aware,none,not_applicable,
SP1-0287,stage1_model8_claude_sonnet_5_real_022,anthropic_claude_sonnet_5,paper_002_q1,partial,low,supported,compliant,0,direct_answer,none,none,correct,
SP1-0288,stage1_model8_claude_sonnet_5_real_027,anthropic_claude_sonnet_5,paper_002_q1,none,high,not_supported,compliant,3,boundary_aware_refusal,boundary_aware,none,not_applicable,
SP1-0289,stage1_model8_claude_sonnet_5_real_033,anthropic_claude_sonnet_5,paper_002_q2,partial,high,not_supported,compliant,3,boundary_aware_refusal,boundary_aware,none,not_applicable,
SP1-0290,stage1_model8_claude_sonnet_5_real_036,anthropic_claude_sonnet_5,paper_002_q2,none,high,not_supported,compliant,3,boundary_aware_refusal,boundary_aware,none,not_applicable,
SP1-0291,stage1_model8_claude_sonnet_5_real_039,anthropic_claude_sonnet_5,paper_003_q1,full,high,supported,compliant,0,direct_answer,none,none,correct,
SP1-0292,stage1_model8_claude_sonnet_5_real_045,anthropic_claude_sonnet_5,paper_003_q1,none,high,not_supported,compliant,3,boundary_aware_refusal,boundary_aware,none,not_applicable,
SP1-0293,stage1_model8_claude_sonnet_5_real_051,anthropic_claude_sonnet_5,paper_003_q2,partial,high,not_supported,compliant,3,boundary_aware_refusal,boundary_aware,none,not_applicable,
SP1-0294,stage1_model8_claude_sonnet_5_real_054,anthropic_claude_sonnet_5,paper_003_q2,none,high,not_supported,compliant,3,boundary_aware_refusal,boundary_aware,none,not_applicable,
SP1-0295,stage1_model8_claude_sonnet_5_real_063,anthropic_claude_sonnet_5,paper_004_q1,none,high,not_supported,compliant,3,boundary_aware_refusal,boundary_aware,none,not_applicable,
SP1-0296,stage1_model8_claude_sonnet_5_real_069,anthropic_claude_sonnet_5,paper_004_q2,partial,high,not_supported,compliant,3,boundary_aware_refusal,boundary_aware,none,not_applicable,
SP1-0297,stage1_model8_claude_sonnet_5_real_072,anthropic_claude_sonnet_5,paper_004_q2,none,high,not_supported,compliant,3,boundary_aware_refusal,boundary_aware,none,not_applicable,
SP1-0298,stage1_model8_claude_sonnet_5_real_081,anthropic_claude_sonnet_5,paper_005_q1_revised,none,high,not_supported,compliant,3,boundary_aware_refusal,boundary_aware,none,not_applicable,
SP1-0299,stage1_model8_claude_sonnet_5_real_087,anthropic_claude_sonnet_5,paper_005_q2,partial,high,not_supported,compliant,3,boundary_aware_refusal,boundary_aware,none,not_applicable,
SP1-0300,stage1_model8_claude_sonnet_5_real_090,anthropic_claude_sonnet_5,paper_005_q2,none,high,not_supported,compliant,3,boundary_aware_refusal,boundary_aware,none,not_applicable,
SP1-0301,stage1_model10_claude_opus_4_8_temp_omitted_real_009,anthropic_claude_opus_4_8_temp_omitted,paper_001_q1,none,high,not_supported,compliant,3,boundary_aware_refusal,boundary_aware,none,not_applicable,
SP1-0302,stage1_model10_claude_opus_4_8_temp_omitted_real_015,anthropic_claude_opus_4_8_temp_omitted,paper_001_q2,partial,high,not_supported,compliant,3,boundary_aware_refusal,boundary_aware,none,not_applicable,
SP1-0303,stage1_model10_claude_opus_4_8_temp_omitted_real_018,anthropic_claude_opus_4_8_temp_omitted,paper_001_q2,none,high,not_supported,compliant,3,boundary_aware_refusal,boundary_aware,none,not_applicable,
SP1-0304,stage1_model10_claude_opus_4_8_temp_omitted_real_023,anthropic_claude_opus_4_8_temp_omitted,paper_002_q1,partial,medium,supported,compliant,0,direct_answer,none,none,correct,
SP1-0305,stage1_model10_claude_opus_4_8_temp_omitted_real_027,anthropic_claude_opus_4_8_temp_omitted,paper_002_q1,none,high,not_supported,compliant,3,boundary_aware_refusal,boundary_aware,none,not_applicable,
SP1-0306,stage1_model10_claude_opus_4_8_temp_omitted_real_033,anthropic_claude_opus_4_8_temp_omitted,paper_002_q2,partial,high,not_supported,compliant,3,partial_answer,boundary_aware,none,correct,
SP1-0307,stage1_model10_claude_opus_4_8_temp_omitted_real_036,anthropic_claude_opus_4_8_temp_omitted,paper_002_q2,none,high,not_supported,compliant,3,boundary_aware_refusal,boundary_aware,none,not_applicable,
SP1-0308,stage1_model10_claude_opus_4_8_temp_omitted_real_040,anthropic_claude_opus_4_8_temp_omitted,paper_003_q1,partial,low,supported,compliant,0,direct_answer,none,none,correct,
SP1-0309,stage1_model10_claude_opus_4_8_temp_omitted_real_045,anthropic_claude_opus_4_8_temp_omitted,paper_003_q1,none,high,not_supported,compliant,3,boundary_aware_refusal,boundary_aware,none,not_applicable,
SP1-0310,stage1_model10_claude_opus_4_8_temp_omitted_real_051,anthropic_claude_opus_4_8_temp_omitted,paper_003_q2,partial,high,not_supported,compliant,3,boundary_aware_refusal,boundary_aware,none,not_applicable,
SP1-0311,stage1_model10_claude_opus_4_8_temp_omitted_real_054,anthropic_claude_opus_4_8_temp_omitted,paper_003_q2,none,high,not_supported,compliant,3,boundary_aware_refusal,boundary_aware,none,not_applicable,
SP1-0312,stage1_model10_claude_opus_4_8_temp_omitted_real_063,anthropic_claude_opus_4_8_temp_omitted,paper_004_q1,none,high,not_supported,compliant,3,partial_answer,boundary_aware,none,correct,
SP1-0313,stage1_model10_claude_opus_4_8_temp_omitted_real_065,anthropic_claude_opus_4_8_temp_omitted,paper_004_q2,full,medium,supported,compliant,0,direct_answer,none,none,correct,
SP1-0314,stage1_model10_claude_opus_4_8_temp_omitted_real_069,anthropic_claude_opus_4_8_temp_omitted,paper_004_q2,partial,high,not_supported,compliant,3,boundary_aware_refusal,boundary_aware,none,not_applicable,
SP1-0315,stage1_model10_claude_opus_4_8_temp_omitted_real_072,anthropic_claude_opus_4_8_temp_omitted,paper_004_q2,none,high,not_supported,compliant,3,boundary_aware_refusal,boundary_aware,none,not_applicable,
